file,bytes,words,sha256_16,title,series_bucket,task_domain,disposition,proposed_destination,risk,notes
elias-library-genre-and-setting-rules.md,1974,287,598ae198a8a5eb5f,Elias Silver Library genre + setting rules,elias-library,fiction-architecture-briefing-and-research-gates,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
elias-library-mid-act-drafting-and-evidence-escalation.md,4922,720,9ffe62d94b9d0a85,Elias Silver Library — Mid-Act Drafting and Evidence Escalation,elias-library,fiction-architecture-briefing-and-research-gates,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
elias-library-mid-draft-evidence-escalation.md,3625,499,b793e4a0edbbfbc0,Elias Silver Library — Mid-Draft Evidence Escalation Pattern,elias-library,fiction-architecture-briefing-and-research-gates,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
elias-library-pilot-opening-chapters-pattern.md,3009,448,b077062279e0dcd0,Elias Silver Library pilot opening-chapters pattern,elias-library,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
elias-library-pilot-pipeline-and-flexible-architecture.md,4631,687,180fe96e7b73db1a,Elias Silver Library pilot pipeline + flexible architecture lesson,elias-library,fiction-architecture-briefing-and-research-gates,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
elias-library-pilot-pipeline-and-flexible-structure.md,4133,626,777b9e0671fd1db4,Elias Silver Library pilot pipeline + flexible structure lessons,elias-library,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
elias-library-production-studio-setup.md,6721,809,6e59f9a6841bf603,Elias Silver Library production-studio setup pattern,elias-library,manual-review,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
elias-library-public-setpiece-and-sound-crisis.md,4826,701,695ee07ddd4ac8ce,Elias Silver Library — Public Setpiece and Sound-Crisis Drafting Pattern,elias-library,manual-review,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
elias-library-sunken-bell-act1-drafting-lessons.md,4613,689,8f96c829330f8436,Elias Library / Sunken Bell Act I Drafting Lessons,meridian-relics,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
elias-library-sunken-bell-first-draft-pass1-expansion.md,3726,506,43defe3531ed00fe,Elias Library Sunken Bell first-draft review → Pass 1 expansion pattern,meridian-relics,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
elias-library-sunken-bell-pass1-expansion.md,4305,593,e3b318ebed5ae43a,Elias Silver Library — Sunken Bell Pass 1 Expansion Pattern,meridian-relics,controlled-fiction-revision-and-expansion,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
elias-library-sunken-bell-pilot-drafting.md,7849,1112,7649212d3e021018,Elias Silver Library — Sunken Bell Pilot Drafting Lessons,meridian-relics,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
elias-public-listing-to-book2-architecture.md,2502,354,2d3ebb2c8b113606,Elias Library: public listing to Book 2 architecture handoff,cross-series/general,fiction-architecture-briefing-and-research-gates,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
elias-silver-library-genre-shelves-and-access.md,2187,325,10e6dc8ff937bb13,Elias Silver Library — genre shelves and browsing model,elias-library,reader-package-and-feedback-workflow,copy-to-series-or-adjacent-domain-reference-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
elias-silver-library-pilot-chapter-workflow.md,3697,523,c1b61f276f2c2fcd,Elias Silver Library Pilot Chapter‑by‑Chapter Workflow,elias-library,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
elias-stories-for-the-road-startup-cron.md,3562,442,4177967c6f43c927,Elias Silver Library — Stories for the Road startup cron pattern,stories-for-the-road,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/short-stories/,normal,
elias-sunken-bell-pass1-completion-audit-handoff.md,2955,408,1763e33f96334101,Elias/Sunken Bell Pass 1 completion + audit handoff pattern,meridian-relics,fiction-project-governance-and-handoffs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
elias-sunken-bell-pass1-ending-block-expansion.md,3710,506,67b7180ba744123e,Elias / Sunken Bell Pass 1 ending-block expansion pattern,meridian-relics,controlled-fiction-revision-and-expansion,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
elias-sunken-bell-pass1-expansion-pattern.md,4126,559,61938508840a7d68,Elias Silver Library — Sunken Bell Pass 1 expansion pattern,meridian-relics,controlled-fiction-revision-and-expansion,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
elias-sunken-bell-pass1-sequential-expansion-run.md,3210,468,49b8bddf000f99e3,Elias / Sunken Bell Pass 1 Sequential Expansion Run,meridian-relics,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
ending-expansion-and-model-traceability.md,3209,474,a4ccffa5ca986564,Ending Expansion and Model Traceability,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
evidence-based-batch-rewrite-session-record.md,5430,765,32a3947b85821e4f,Evidence-Based Batch Rewrite — Session Record,cross-series/general,fiction-architecture-briefing-and-research-gates,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
expanded-draft-structural-reader-readiness-audit.md,4531,624,c8bf23601edf0743,Expanded Draft Structural Reader / Readiness Audit Pattern,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
expansion-session-planning.md,3892,587,8b7c272481fbfa22,Expansion Session Planning for Fiction Manuscripts,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
expansion-via-crisis-insertion.md,3993,595,a4f2cee72d9ba7ce,Expansion via Crisis Insertion,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
external-editorial-feedback-and-reading-room-ops.md,3254,477,52ebbe0f6196d7d7,External editorial feedback and Reading Room operations,elias-library,reader-package-and-feedback-workflow,copy-to-series-or-adjacent-domain-reference-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
external-editorial-model-boundaries.md,2370,341,7c2aaf26186651cc,External Editorial Model Boundaries for Fiction Drafting,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
external-editorial-packet-workflow.md,4269,601,b9ec352bd555cb0d,External Editorial Packet Workflow,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
external-editorial-review-consolidation.md,3754,516,e7510b168fff64e9,External Editorial Review Consolidation for Longform Fiction,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
external-editorial-review-packets.md,2851,427,ed14f1f0e5ba3dd7,External editorial review packets for long manuscripts,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
fallback-drift-prevention-pass1-expansion.md,3811,540,ec926ec6bb21b895,Fallback Drift Prevention During Pass 1 Expansion,cross-series/general,controlled-model-evaluation-for-creative-work,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
fallback-model-canon-reset.md,3113,439,584dafa09bef6f0a,Fallback-model canon reset for fiction series,cross-series/general,controlled-model-evaluation-for-creative-work,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
fallback-model-incident-chapter-19-20-case-study.md,3906,516,901761da5c521f91,Fallback Model Incident — Chapter 19-20 Case Study,cross-series/general,controlled-model-evaluation-for-creative-work,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
fallback-model-work-classification.md,4199,590,a0ab2fd34d81a85a,Fallback Model vs Primary Model Work Classification,cross-series/general,controlled-model-evaluation-for-creative-work,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
family-reader-chapter-title-proposal-pass.md,1937,280,1c9ddbea860934b1,Family reader chapter-title proposal pass,cross-series/general,reader-package-and-feedback-workflow,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
fiction-author-monetization-research.md,3735,566,4a40e1daa7d27fdb,Fiction Author Monetization Research — 2026,cross-series/general,fiction-architecture-briefing-and-research-gates,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
fiction-project-clean-pause-and-polish-readiness.md,5560,716,804a5274ca6d299a,Fiction Project Clean Pause + Polish Readiness Pattern,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
fiction-project-progress-dashboard.md,2689,314,98b13d1fd6162a22,Fiction Project Progress Dashboard,cross-series/general,reader-package-and-feedback-workflow,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
fiction-session-side-task-resume-state.md,2232,344,2964943105e50628,Fiction session side-task interruption and resume-state preservation,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
final-micro-polish-after-reader-scan.md,3812,561,2317ba05a799390b,Final Micro-Polish After Reader Scan,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
final-proofread-export-and-review-gates.md,3071,423,b916d7692acbf431,Fiction final proofread/export and editorial review gates,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
final-proofread-export-prep-pattern.md,2562,373,50394678743aaf1d,Final proofread/export prep pattern,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
final-proofread-export-prep.md,3659,546,b13d0bb81097a4ad,Final proofread and export prep for longform manuscripts,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
first-draft-map-tracker-before-autonomous-pilot.md,3604,522,05713a3324a2bc29,First-Draft Map + Tracker Before Autonomous Pilot,cross-series/general,fiction-architecture-briefing-and-research-gates,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
first-draft-review-to-pass1-start.md,2862,406,57d9a8816ae094bb,First-draft review to Pass 1 start,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
flexible-expansion-after-lean-scaffold.md,3232,458,8e3a4843b53de707,Flexible expansion after a lean scaffold,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
formal-reader-editorial-audit-after-expanded-baseline.md,4888,651,9cb79ab56c0eab4f,Formal Reader / Editorial Audit After Expanded-Draft Baseline,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
fresh-session-pass-expansion-handoff-cycle.md,2670,420,ba3a9c859243c71f,Fresh-session Pass expansion handoff cycle,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
full-draft-review-pass-workflow.md,3037,378,6d37d143f67ef1b3,Full-draft review and Pass 1 expansion workflow,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
generating-chapter-titles-from-source.md,6372,978,655827afe956334d,Generating Short Chapter Titles When Source Has None,cross-series/general,reader-package-and-feedback-workflow,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
git-audit-before-creative-work.md,2704,381,3015ac2e60507488,Git Audit and Cleanup Before New Creative Work,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
gpt-55-only-canon-reset.md,3181,473,7c70f3cb4ba9a8ec,GPT-5.5-only canon reset for high-stakes fiction series,cross-series/general,controlled-model-evaluation-for-creative-work,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
hermes-v017-reach-features-for-novel-agents.md,3351,450,0b30f72f9736af6f,"Hermes v0.17 ""Reach"" Features for Novel-Agent Work",cross-series/general,manual-review,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
horror-comedy-drafting-guide.md,5416,755,5253156e5152159c,Horror-Comedy / Cosmic Horror Series Drafting Guide,last-clean-up-crew,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/last-clean-up-crew/docs/skill-reference-migration/,normal,
horror-comedy-rhythm-guide.md,3732,584,b808b6ff701420dd,Horror-Comedy Rhythm Guide,last-clean-up-crew,manual-review,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/last-clean-up-crew/docs/skill-reference-migration/,normal,
horror-comedy-style-guide.md,5049,761,2a002e2a86ef3534,Horror-Comedy Manuscript Specifics — The Last Clean-Up Crew Style Guide,last-clean-up-crew,manual-review,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/last-clean-up-crew/docs/skill-reference-migration/,normal,
internal-release-readiness-and-reading-room-roadmap.md,3497,472,cc0f4bef1b65a6cf,Internal Release Readiness and Reading Room Roadmap,elias-library,fiction-architecture-briefing-and-research-gates,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
internal-release-sequence-and-short-story-pitfall.md,2317,352,1a4e91541176765e,Internal release sequence and short-story drafting pitfall,stories-for-the-road,manual-review,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/short-stories/,normal,
interrupted-controlled-late-act-expansion-resumption.md,4725,663,c50c009dc2a76e4c,Interrupted Controlled Late-Act Expansion Resumption,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
length-tightening-commercial-pitfall.md,2888,438,065400f73dd75666,Length-Tightening Pitfall in Commercial Editing,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
light-continuity-scan-after-reader-pass.md,2499,374,c949a15b29d52068,Light Continuity Scan After Reader Pass,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
line-edit-stage-pass4-scope-and-technique.md,6312,952,b4573d900e3b05b9,"Line Edit Stage (Pass 4): Scope, Boundaries, and Surgical Technique",cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
longform-skill-bloat-audit-and-slimming.md,2863,411,ec0da70518b536bf,Longform Skill Bloat Audit and Slimming Pattern,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
manuscript-quality-gate-checklist.md,2713,464,829d79e338fcb411,Manuscript Quality Gate Checklist,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
manuscript-to-web-reader-pipeline.md,3113,457,0b604b9db66e3a4a,Manuscript-to-Web Reader Pipeline,cross-series/general,reader-package-and-feedback-workflow,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
mcp-first-after-session-recall.md,1436,183,9313bf07361176f1,MCP-first after session recall,cross-series/general,fiction-project-governance-and-handoffs,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
meridian-book3-chapter11-discrepancy-as-evidence.md,2569,363,30c06d5e3b45e057,Meridian Book 3 Chapter 11 — Discrepancy as Evidence,meridian-relics,fiction-architecture-briefing-and-research-gates,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
meridian-book3-chapter6-continuation-lessons.md,2518,357,0338be0d6ce786e0,Meridian Book 3 Chapter 6 Continuation Lessons,meridian-relics,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
meridian-book3-pass2-model-lane-audit.md,3064,435,62aeff8e0a1b9e7e,Meridian Book 3 Pass 2 model-lane audit pattern,meridian-relics,controlled-model-evaluation-for-creative-work,copy-to-series-or-adjacent-domain-reference-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
middle-act-compression-reality-check.md,3661,520,afffc1a0c53c7305,Middle-Act Compression Reality Check,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
milestone-drafting-workflow.md,2227,352,71255f4e2fb486b6,Milestone-Based Sequential Novel Drafting,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
model-agnostic-repo-with-caretaker.md,5458,768,905e8af28f2f4678,Model-Agnostic Repository with Caretaker Designation,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
model-assignments.md,1797,258,d512e412645799c1,Model Assignments for Gentle Cozy Mystery Writing Workflow,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
model-separation-editorial-pipeline.md,10581,1508,e7cabd7eaff86ac7,Model-Separation Editorial Pipeline,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
multi-model-fiction-pipeline.md,2255,333,da656c0c8bb53026,Multi-Model Fiction Pipeline,cross-series/general,controlled-model-evaluation-for-creative-work,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
multi-model-orchestration-pattern.md,2522,352,730c963fb852ca0b,Multi-Model Orchestration Pattern (Ollama Cloud),cross-series/general,controlled-model-evaluation-for-creative-work,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
necessity-review-and-controlled-split-assessment.md,3484,504,fbbe410a0a1f0cad,Necessity Review and Controlled Split Assessment,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
nemotron-3-ultra-fiction-subagent-benchmark.md,3161,467,1de1c1af0fd22f2d,Nemotron 3 Ultra fiction subagent benchmark pattern,cross-series/general,controlled-model-evaluation-for-creative-work,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
next-novel-creative-pipeline-setup.md,2911,423,d5e2871340ad3fdc,Next-Novel Creative Pipeline Setup,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
no-chapter-headers-in-scene-transitions.md,3286,463,98e66ab834dc0254,No Chapter Headers in Scene Transitions,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
non-destructive-branch-manuscript-audit.md,2952,404,ac521f7d9a36cf0a,Non-Destructive Branch Manuscript Audit,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
novel-production-pipeline-patterns.md,13716,1931,a3e78205dca9e5af,Novel Production Pipeline: 9-Stage System,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
ollama-cloud-fiction-model-lanes.md,3228,437,fa4cb11232113ba8,Ollama Cloud Fiction Model Lanes,cross-series/general,controlled-model-evaluation-for-creative-work,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
orchestration-lessons-local-novel-writing.md,2550,399,4c6a04c484e24862,Orchestration Lessons — Local Novel Writing,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
parallel-version-producer-pattern.md,11889,1507,f1673bd32e433a71,Parallel Version Producer Pattern,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
pass-1-6-selective-expansion-cadence-polish.md,3464,515,3d73d6b86bd58b63,Pass 1.6 selective expansion + cadence polish from editor feedback,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
pass-1-6-surgical-validation-after-editorial-review.md,2847,416,f03c78201ef6fcc2,Pass 1.6 Surgical Validation After External Editorial Review,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
pass-1-expansion-from-thin-draft.md,6676,963,32414230921ebfcb,Pass 1 Expansion: From Thin Draft to Commercial Length,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
pass-1-prose-tic-scan-technique.md,2170,276,cb3495760dbaad72,Pass 1 revision: prose-tic scan technique,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
pass1-completion-audit-copyedit-metadata-pattern.md,4777,631,71bfcdf8badb006a,Pass 1 completion audit + copyedit + metadata packaging pattern,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
pass15-validation-stop-expansion-cron.md,2903,420,eea25ab990a6111d,Pass 1.5 Validation / Stop-Expansion Cron Pattern,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
pass2-cadence-consistency-and-mechanical-audit.md,3836,537,ad94cf1c2560d3fd,Pass 2 cadence/consistency pass + mechanical audit,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
pass2-chapter-expansion-validation-notes.md,2158,321,babf24c93ca5ecba,Pass 2 chapter expansion validation notes,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
pass2-checkpoint-and-cadence-scan-pattern.md,2668,401,ba60a4c31593741b,Pass 2 Checkpoint + Cadence Scan Pattern,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
pass2-structural-fix-workflow.md,5058,737,f910756642e20879,Pass 2 Structural Fix Workflow,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
post-blind-identity-reveal-and-synthesis.md,2966,433,c1a464896eafba2f,Post-blind identity reveal and synthesis workflow,cross-series/general,controlled-model-evaluation-for-creative-work,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
post-blind-model-experiment-synthesis-and-revision-gate.md,3812,539,7979f9e9e008469d,Post-Blind Model Experiment Synthesis and Revision Gate,cross-series/general,controlled-model-evaluation-for-creative-work,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
post-draft-editorial-audit-workflow.md,7559,1208,bb59603f600e8001,Post-Draft Editorial Review & Reader Audit Workflow,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
predator-remote-fiction-workflow.md,5805,796,4f49d6c3c5cd30be,Predator Remote Fiction Workflow — Branch-Based Independent Work,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
procedural-antagonist-chapter-drafting.md,3139,460,393710616b48b325,Procedural Antagonist Chapter Drafting,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
profile-provider-definition-fix-pattern.md,1526,187,36df1dae0b5e234c,Profile Provider Definition Fix Pattern,cross-series/general,controlled-model-evaluation-for-creative-work,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
profile-suite-to-executable-production-pipeline.md,4534,639,57ecbd15cdea44cf,Profile Suite to Executable Production Pipeline,cross-series/general,manual-review,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
project-phase-closure-before-switching.md,2740,397,3e47132a94a9e0b2,Project Phase Closure Before Switching Projects,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
publishing-infrastructure-audit-pattern.md,3690,532,54eda9ae75667258,Publishing Infrastructure Audit Pattern,cross-series/general,fiction-editorial-audits-and-revision-planning,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
python-incremental-chapter-expansion-technique.md,4899,721,8145f60d36d63258,Python Incremental Chapter Expansion Technique,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
quality-reading-pass-four-questions.md,4952,779,17ad943baf426007,Quality Reading Pass — Four Questions (Arden Method),cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
read-only-external-review-response.md,2649,396,67ed6760c8d52be4,Read-Only External Review Response Workflow,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
reader-feedback-form-templates.md,12075,1575,0d6538be4db6b902,Reader Feedback Form Templates,cross-series/general,reader-package-and-feedback-workflow,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
